id,iso3,cntry,name,value,local_I,z_sim,p_raw,p_fdr,quadrant,cluster_raw,cluster_fdr,gistar_z,gistar_p_fdr,gistar_cluster
300007,GRC,Greece,Fokida,0.139,1.9282802367736749,1.9886223374077685,0.018,0.0555032967032967,Low-Low,Low-Low,Not-Significant,-1.275844010213075,0.055503294314001944,Not-Significant
300011,GRC,Greece,Argolida,0.171,1.8069093175383812,2.133272044035969,0.015,0.0486027713625866,Low-Low,Low-Low,Low-Low,-1.2842958465335348,0.0466555833878469,Cold-Spot
300012,GRC,Greece,Arkadia,0.261,1.0894003809170105,2.9543282959226267,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.1908426849330225,0.009291391169794199,Cold-Spot
300013,GRC,Greece,Achaia,0.191,1.4660340450552753,1.9038138695210407,0.022,0.06364123711340205,Low-Low,Low-Low,Not-Significant,-1.1524471999343622,0.061509393742755214,Not-Significant
300014,GRC,Greece,Ilia,0.18,1.5788755022621124,1.943032487105064,0.02,0.05982942430703625,Low-Low,Low-Low,Not-Significant,-1.1879449124802934,0.05732687987707635,Not-Significant
300015,GRC,Greece,Korinthia,0.249,1.2344330728343273,2.4839970463701038,0.003,0.017684873949579835,Low-Low,Low-Low,Low-Low,-1.2231045515734063,0.01768487410330284,Cold-Spot
300016,GRC,Greece,Lakonia,0.222,1.1266995112430893,1.3987300278630872,0.098,0.18357009345794392,Low-Low,Not-Significant,Not-Significant,-1.039192593240201,0.18332532853881517,Not-Significant
300017,GRC,Greece,Messinia,0.228,1.2612964151059107,2.008621066647313,0.018,0.0555032967032967,Low-Low,Low-Low,Not-Significant,-1.1355435272934427,0.055503294314001944,Not-Significant
300021,GRC,Greece,Zakynthos,0.183,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300022,GRC,Greece,Kerkyra,0.176,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300023,GRC,Greece,Kefallinia,0.168,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300024,GRC,Greece,Lefkada,0.18,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300031,GRC,Greece,Arta,0.202,1.5163119846070663,2.5825643119354162,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.2037216736118186,0.009291391169794199,Cold-Spot
300032,GRC,Greece,Thesprotia,0.208,1.353749551396788,1.5495723340958691,0.06,0.13340729001584786,Low-Low,Not-Significant,Not-Significant,-1.1428684521045078,0.13591562277870253,Not-Significant
300033,GRC,Greece,Ioannina,0.222,1.4324071556704052,2.9867125391439515,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.2401048166294166,0.009291391169794199,Cold-Spot
300034,GRC,Greece,Preveza,0.235,1.280529184642501,2.129913133981305,0.014,0.046766666666666665,Low-Low,Low-Low,Low-Low,-1.1761123416316497,0.0466555833878469,Cold-Spot
300041,GRC,Greece,Karditsa,0.225,1.247966574429678,2.6476902967721005,0.002,0.013754901960784313,Low-Low,Low-Low,Low-Low,-1.1155006011620667,0.0137549026141071,Cold-Spot
300042,GRC,Greece,Larissa,0.253,1.178915765986245,3.2421445662895536,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.2251329922903162,0.009291391169794199,Cold-Spot
300043,GRC,Greece,Magnissia,0.169,1.2578635610188191,1.1886911701569771,0.14,0.23,Low-Low,Not-Significant,Not-Significant,-1.0594770004093046,0.23026963755715493,Not-Significant
300044,GRC,Greece,Trikala,0.17,1.714980328152623,2.4971832982357656,0.005,0.023699324324324325,Low-Low,Low-Low,Low-Low,-1.2071024081400024,0.023619528091591013,Cold-Spot
300051,GRC,Greece,Grevena,0.201,1.5243478388977552,2.582581397463312,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.2048485851212132,0.009291391169794199,Cold-Spot
300052,GRC,Greece,Drama,0.156,2.25551937956055,2.4858698767339504,0.004,0.02040727272727273,Low-Low,Low-Low,Low-Low,-1.463474776527282,0.02040727369656617,Cold-Spot
300053,GRC,Greece,Imathia,0.168,1.9299316376827391,2.472290088062187,0.003,0.017684873949579835,Low-Low,Low-Low,Low-Low,-1.3272311750414705,0.01768487410330284,Cold-Spot
300054,GRC,Greece,Thessaloniki,0.221,1.54504162495419,2.9249475793760604,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.314159001532493,0.009291391169794199,Cold-Spot
300055,GRC,Greece,Kavala,0.146,2.3143608551186383,2.44804650422148,0.006,0.026639240506329116,Low-Low,Low-Low,Low-Low,-1.463474776527282,0.026639240737886555,Cold-Spot
300056,GRC,Greece,Kastoria,0.213,1.4668844146667452,2.3547217388060138,0.004,0.02040727272727273,Low-Low,Low-Low,Low-Low,-1.2176953763283118,0.02040727369656617,Cold-Spot
300057,GRC,Greece,Kilkis,0.205,1.465056976416978,2.0443899243313814,0.015,0.0486027713625866,Low-Low,Low-Low,Low-Low,-1.1896352797443852,0.04849078232628478,Cold-Spot
300058,GRC,Greece,Kozani,0.216,1.518508843538208,3.290955020507294,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.273308459316937,0.009291391169794199,Cold-Spot
300059,GRC,Greece,Pella,0.205,1.5990974876747117,2.7686153218450467,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.2713363641754967,0.009291391169794199,Cold-Spot
300061,GRC,Greece,Pieria,0.162,1.8635180690928943,2.1127045992855633,0.014,0.046766666666666665,Low-Low,Low-Low,Low-Low,-1.2910573155899028,0.0466555833878469,Cold-Spot
300062,GRC,Greece,Serres,0.228,1.551175602168266,2.717639592204438,0.002,0.013754901960784313,Low-Low,Low-Low,Low-Low,-1.3488678760218475,0.0137549026141071,Cold-Spot
300063,GRC,Greece,Florina,0.201,1.5543910832521983,2.122606398391922,0.014,0.046766666666666665,Low-Low,Low-Low,Low-Low,-1.2302040940825922,0.0466555833878469,Cold-Spot
300064,GRC,Greece,Chalkidiki and Agion Oros,0.151,1.858246719977974,1.1616620195596394,0.147,0.2367864523536165,Low-Low,Not-Significant,Not-Significant,-1.3840275151149604,0.23437211307169106,Not-Significant
300071,GRC,Greece,Evros,0.23,0.5483555755831329,0.7204121057590377,0.256,0.33915769593956563,Low-Low,Not-Significant,Not-Significant,-0.6988653174030209,0.3387926073011124,Not-Significant
300072,GRC,Greece,Xanthi,0.167,2.1157384368217222,2.450163575814554,0.006,0.026639240506329116,Low-Low,Low-Low,Low-Low,-1.4279770639813512,0.023619528091591013,Cold-Spot
300073,GRC,Greece,Rodopi,0.249,1.2441431647150338,1.8379110358991484,0.028,0.07496946564885495,Low-Low,Low-Low,Not-Significant,-1.1856910894615043,0.07525670730376838,Not-Significant
300081,GRC,Greece,Dodekanissos,0.169,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300082,GRC,Greece,Kyklades,0.126,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300083,GRC,Greece,Lesvos,0.211,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300084,GRC,Greece,Samos,0.19,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300085,GRC,Greece,Chios,0.141,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
300091,GRC,Greece,Iraklio,0.122,2.598643622741526,2.021875077352176,0.02,0.05982942430703625,Low-Low,Low-Low,Not-Significant,-1.559825710580524,0.0598294229697444,Not-Significant
300092,GRC,Greece,Lassithi,0.143,3.040562019826911,1.8290934621730894,0.017,0.05359775280898877,Low-Low,Low-Low,Not-Significant,-1.745766109630639,0.04849078232628478,Cold-Spot
300093,GRC,Greece,Rethymno,0.215,2.1808053769544617,2.5906903806127164,0.002,0.013754901960784313,Low-Low,Low-Low,Low-Low,-1.620678932087834,0.0137549026141071,Cold-Spot
300094,GRC,Greece,Chania,0.116,2.2048855282527815,1.2028960088512708,0.138,0.2275135135135135,Low-Low,Not-Significant,Not-Significant,-1.5226376307705005,0.22751350781402072,Not-Significant
300101,GRC,Greece,Prefecture of Athens,0.197,2.0325709160372543,2.7147961022812677,0.001,0.00929139072847682,Low-Low,Low-Low,Low-Low,-1.4922110200168455,0.009291391169794199,Cold-Spot
300102,GRC,Greece,Prefecture of East Attiki,0.184,1.977769399317445,2.7302561664453497,0.002,0.013754901960784313,Low-Low,Low-Low,Low-Low,-1.412425685151705,0.0137549026141071,Cold-Spot
300103,GRC,Greece,Prefecture of West Attiki,0.177,1.8690196243152697,2.4946021288966156,0.004,0.02040727272727273,Low-Low,Low-Low,Low-Low,-1.3245265874189234,0.02040727369656617,Cold-Spot
300104,GRC,Greece,Prefecture of Pireas,0.122,2.537266067590778,1.9742967530656428,0.022,0.06364123711340205,Low-Low,Low-Low,Not-Significant,-1.537287480392631,0.061509393742755214,Not-Significant
320001,GTM,Guatemala,Guatemala,0.346,-0.0796752357142895,-0.6948360226922771,0.252,0.33576068376068374,Low-High,Not-Significant,Not-Significant,0.19308514228283485,0.3354421306323734,Not-Significant
320002,GTM,Guatemala,El Progreso,0.411,0.04555776084785479,0.7424736219256141,0.236,0.32177648202138,High-High,Not-Significant,Not-Significant,0.29957827992062774,0.32146407961845397,Not-Significant
320003,GTM,Guatemala,Sacatepéquez,0.404,0.008292157695500289,0.14744790186292286,0.44,0.46590188679245287,High-High,Not-Significant,Not-Significant,0.09166310643731766,0.46519969604746597,Not-Significant
320004,GTM,Guatemala,Chimaltenango,0.458,0.05014257168072711,0.3009784093053233,0.39,0.43808646917534033,High-High,Not-Significant,Not-Significant,0.15336151157667363,0.43843748391820836,Not-Significant
320005,GTM,Guatemala,Escuintla,0.409,0.011798244701701486,0.22529695218917745,0.409,0.4500603921568627,High-High,Not-Significant,Not-Significant,0.10011494275777698,0.4500604023886662,Not-Significant
320006,GTM,Guatemala,Santa Rosa,0.4,0.015543347029088763,0.4913762088605095,0.312,0.3836424189307625,High-High,Not-Significant,Not-Significant,0.21032688837657273,0.3836424268462175,Not-Significant
320007,GTM,Guatemala,Sololá,0.339,-0.1216412018388015,-0.7765423852650682,0.227,0.31315732546706,Low-High,Not-Significant,Not-Significant,0.23196358935694988,0.3117777723507661,Not-Significant
320008,GTM,Guatemala,Totonicapán,0.422,0.08089166038579487,0.7532382457852399,0.234,0.3199824561403509,High-High,Not-Significant,Not-Significant,0.34826085712647653,0.32029463055657176,Not-Significant
320009,GTM,Guatemala,Quetzaltenango,0.418,0.05610569622269201,0.7374533533640009,0.233,0.3195493646138807,High-High,Not-Significant,Not-Significant,0.2870212659588021,0.3174270408394054,Not-Significant
320010,GTM,Guatemala,Suchitepéquez,0.416,0.02116545891534814,0.2867737791304957,0.388,0.43688924558587483,High-High,Not-Significant,Not-Significant,0.1316684650208271,0.43646382018205054,Not-Significant
320011,GTM,Guatemala,Retalhuleu,0.421,0.06596188765632668,0.5466749135127987,0.3,0.3758035714285714,High-High,Not-Significant,Not-Significant,0.29281681086426004,0.37613942513410487,Not-Significant
320012,GTM,Guatemala,San Marcos,0.481,0.25706163519760805,0.8299794120793718,0.21,0.2937487537387836,High-High,Not-Significant,Not-Significant,0.4591489496509091,0.2931641699514579,Not-Significant
320013,GTM,Guatemala,Huehuetenango,0.535,0.3989078014605086,0.9117989722139161,0.191,0.2776922279792746,High-High,Not-Significant,Not-Significant,0.503549263121057,0.27740476138535,Not-Significant
320014,GTM,Guatemala,Quiché,0.497,0.31717645066870537,1.2600950396177826,0.103,0.19014342105263157,High-High,Not-Significant,Not-Significant,0.47237137802780627,0.18925032815889936,Not-Significant
320015,GTM,Guatemala,Baja Verapaz,0.438,0.11996388649799758,0.8368772232669319,0.204,0.28793963782696175,High-High,Not-Significant,Not-Significant,0.3660660589749116,0.28793963244263554,Not-Significant
320016,GTM,Guatemala,Alta Verapaz,0.519,0.27339509397690415,0.7661227381177685,0.226,0.3120846456692914,High-High,Not-Significant,Not-Significant,0.39423884670977727,0.3117777723507661,Not-Significant
320017,GTM,Guatemala,Petén,0.499,0.07079082921012629,0.24408242489177073,0.406,0.44781289308176103,High-High,Not-Significant,Not-Significant,0.18753107841510366,0.447812880196099,Not-Significant
320018,GTM,Guatemala,Izabal,0.371,-0.05695752626221548,-1.0329042431774766,0.166,0.25370152505446625,Low-High,Not-Significant,Not-Significant,0.34787448746611227,0.25467499345541,Not-Significant
320019,GTM,Guatemala,Zacapa,0.408,0.04939595841279706,1.0201606688145928,0.172,0.2589227467811159,High-High,Not-Significant,Not-Significant,0.37878406029522266,0.25892275557433586,Not-Significant
320020,GTM,Guatemala,Chiquimula,0.479,0.22783469802160236,0.9248333665659406,0.194,0.2806,High-High,Not-Significant,Not-Significant,0.41259140557706203,0.28060000827632,Not-Significant
320021,GTM,Guatemala,Jalapa,0.488,0.12287505482325962,0.4597470283249147,0.324,0.3928885047536733,High-High,Not-Significant,Not-Significant,0.2541798448278726,0.3925492239533723,Not-Significant
320022,GTM,Guatemala,Jutiapa,0.466,0.2102349783960304,0.9207228087971999,0.186,0.27268338557993727,High-High,Not-Significant,Not-Significant,0.429173103501011,0.27268339204626274,Not-Significant
324011,GIN,Guinea,Boffa,0.499,0.38746887554035153,1.039304853199114,0.165,0.25370152505446625,High-High,Not-Significant,Not-Significant,0.5700370421753408,0.25383224692849216,Not-Significant
324012,GIN,Guinea,Boke,0.424,0.27385604669876146,2.1046870100719492,0.014,0.046766666666666665,High-High,High-High,High-High,0.9689637165010432,0.0466555833878469,Hot-Spot
324013,GIN,Guinea,Fria,0.435,0.2320535541645365,1.33587674476989,0.098,0.18357009345794392,High-High,Not-Significant,Not-Significant,0.6562457726440306,0.18332532853881517,Not-Significant
324014,GIN,Guinea,Gaoual,0.608,1.3016092998770117,1.9562559161727646,0.021,0.061897058823529416,High-High,High-High,Not-Significant,0.9836135661231726,0.061509393742755214,Not-Significant
324015,GIN,Guinea,Koundara,0.495,0.7436648253485572,2.0560407269803553,0.015,0.0486027713625866,High-High,High-High,High-High,0.9851912422363263,0.04849078232628478,Hot-Spot
324021,GIN,Guinea,Conakry,0.362,-0.027930539923652117,-0.12472608563502369,0.46,0.4759439528023599,Low-High,Not-Significant,Not-Significant,-0.02497223478502739,0.4759439614362421,Not-Significant
324031,GIN,Guinea,Dabola,0.506,0.862916608377873,2.159853323938591,0.013,0.04503456790123457,High-High,High-High,High-High,1.0419875823098155,0.045034568830404756,Hot-Spot
324032,GIN,Guinea,Dinguiraye,0.552,1.2206758590863662,2.6833150449892234,0.003,0.017684873949579835,High-High,High-High,High-High,1.115784187439316,0.01768487410330284,Hot-Spot
324033,GIN,Guinea,Faranah,0.564,0.9367146668596004,1.9212550978578236,0.027,0.07327079303675048,High-High,High-High,Not-Significant,0.8530528183918807,0.07327079493732586,Not-Significant
324034,GIN,Guinea,Kissidougou,0.468,0.4849438461462992,2.223313661357112,0.013,0.04503456790123457,High-High,High-High,High-High,0.870439453108255,0.045034568830404756,Hot-Spot
324041,GIN,Guinea,Kankan,0.461,0.498390581008335,2.710327560893051,0.003,0.017684873949579835,High-High,High-High,High-High,0.9774155528215037,0.01768487410330284,Hot-Spot
324042,GIN,Guinea,Kerouane,0.537,0.7740705058501338,1.52946519635442,0.069,0.14689984825493171,High-High,Not-Significant,Not-Significant,0.8242682786947717,0.1468998445749102,Not-Significant
324043,GIN,Guinea,Kouroussa,0.551,0.9628798263353626,2.1301384023654255,0.019,0.05745043103448276,High-High,High-High,Not-Significant,0.9168038123519194,0.05732687987707635,Not-Significant
324044,GIN,Guinea,Mandiana,0.624,1.5637229367666095,2.1837543615937864,0.013,0.04503456790123457,High-High,High-High,High-High,1.089543248006269,0.045034568830404756,Hot-Spot
324045,GIN,Guinea,Siguiri,0.582,1.4826586534123738,2.7452955461278403,0.003,0.017684873949579835,High-High,High-High,High-High,1.167944091588439,0.01768487410330284,Hot-Spot
324051,GIN,Guinea,"Coyah, Dubreka",0.412,0.10007370098383539,1.6686863180131144,0.048,0.11375675675675677,High-High,High-High,Not-Significant,0.6164014014190062,0.1133737383592209,Not-Significant
324053,GIN,Guinea,Forecariah,0.522,0.24029490499891148,0.539377410034754,0.297,0.3743854447439353,High-High,Not-Significant,Not-Significant,0.39423884670977766,0.3740493602234756,Not-Significant
324054,GIN,Guinea,Kindia,0.538,0.6644731466089799,1.7310374815530463,0.045,0.10810787671232876,High-High,High-High,Not-Significant,0.7086471578308818,0.1079230812115547,Not-Significant
324055,GIN,Guinea,Telimele,0.605,0.989426381682575,1.9328494882687686,0.025,0.07015,High-High,High-High,Not-Significant,0.7683734678287972,0.0698705189694387,Not-Significant
324061,GIN,Guinea,Koubia,0.592,1.2283059280478925,1.763730430835329,0.036,0.09084172661870503,High-High,High-High,Not-Significant,0.9946572989152408,0.09084172270816865,Not-Significant
324062,GIN,Guinea,Labe,0.415,0.1578428160038519,2.2971770721074267,0.012,0.04305882352941177,High-High,High-High,High-High,0.8472572734864224,0.04305882390369387,Hot-Spot
324063,GIN,Guinea,Lelouma,0.551,0.989489502923637,2.0094327039380646,0.019,0.05745043103448276,High-High,High-High,Not-Significant,0.941917840275572,0.05732687987707635,Not-Significant
324064,GIN,Guinea,Mali,0.534,0.9737850353037952,2.593693397058178,0.004,0.02040727272727273,High-High,High-High,High-High,1.001080694518791,0.02040727369656617,Hot-Spot
324065,GIN,Guinea,Tougue,0.548,1.043078688796288,2.349277870558636,0.011,0.040506561679790026,High-High,High-High,High-High,0.9931118202737854,0.04050656146030101,Hot-Spot
324071,GIN,Guinea,Dalaba,0.505,0.590666885615703,1.6842831662692817,0.049,0.11496153846153846,High-High,High-High,Not-Significant,0.7661196448100084,0.11496153545494263,Not-Significant
324072,GIN,Guinea,Mamou,0.551,0.8399016191670765,2.1840391129861914,0.012,0.04305882352941177,High-High,High-High,High-High,0.8096935565066009,0.04305882390369387,Hot-Spot
324073,GIN,Guinea,Pita,0.467,0.4605429107960104,1.9624119091673295,0.021,0.061897058823529416,High-High,High-High,Not-Significant,0.8303536008455026,0.061509393742755214,Not-Significant
324081,GIN,Guinea,Beyla,0.554,0.7719962658305383,1.6774108078629208,0.046,0.10994548551959113,High-High,High-High,Not-Significant,0.757426327451821,0.10975850361469043,Not-Significant
324082,GIN,Guinea,Gueckedou,0.512,0.5060227355320399,1.4808537202038814,0.068,0.1454329268292683,High-High,Not-Significant,Not-Significant,0.6463450500972064,0.14543293473288055,Not-Significant
324083,GIN,Guinea,Lola,0.512,0.46168664029136613,1.2431159932720033,0.115,0.20269472361809046,High-High,Not-Significant,Not-Significant,0.606098210475969,0.2024404051780252,Not-Significant
324084,GIN,Guinea,Macenta,0.543,0.7118782073177503,1.7882302617824781,0.039,0.09633274647887324,High-High,High-High,Not-Significant,0.7340026667922614,0.09633274846644678,Not-Significant
324085,GIN,Guinea,Nzerekore,0.407,0.08038902355816797,1.6019400141683566,0.067,0.14373241590214067,High-High,Not-Significant,Not-Significant,0.626382617645073,0.14395253038515907,Not-Significant
324086,GIN,Guinea,Yomou,0.448,0.202921081860198,1.155237938703683,0.133,0.22187752675386446,High-High,Not-Significant,Not-Significant,0.5012954401022681,0.22161401643676598,Not-Significant
332003,HTI,Haiti,Nord (North) and Nord'est (North East),0.57,0.20116338789828458,0.3306860925498831,0.373,0.4271991836734694,High-High,Not-Significant,Not-Significant,0.37530673335194775,0.42719917903141097,Not-Significant
332006,HTI,Haiti,"Centre (Central), L'Artibonite, Ouest (West), Sud'Est (South East)",0.59,0.06913271731881247,0.146947510590746,0.442,0.4662601503759398,High-High,Not-Significant,Not-Significant,0.2133695494519388,0.4662601521364728,Not-Significant
332007,HTI,Haiti,"Grand'Anse, Nippes, Sud (South)",0.644,2.3064881982424277,1.307747140673587,0.098,0.18357009345794392,High-High,Not-Significant,Not-Significant,1.530165648179572,0.18332532853881517,Not-Significant
332009,HTI,Haiti,Nord'Ouest (North West),0.57,1.5507620041522616,1.782301804217133,0.04,0.09828371278458845,High-High,High-High,Not-Significant,1.2574530629060694,0.09811188591891652,Not-Significant
340001,HND,Honduras,Atlántida,0.376,-0.01094632127371032,-0.1708977007802811,0.432,0.46231578947368424,Low-High,Not-Significant,Not-Significant,0.057855761155478316,0.4626687142912668,Not-Significant
340002,HND,Honduras,Colón,0.411,0.03785759915515953,0.5405093898478186,0.293,0.37100992779783387,High-High,Not-Significant,Not-Significant,0.24819111509223254,0.37067539921421744,Not-Significant
340003,HND,Honduras,Comayagua,0.415,0.044759531790168575,0.6566942865534852,0.261,0.3425472404115996,High-High,Not-Significant,Not-Significant,0.25707761728060197,0.3402406410889679,Not-Significant
340004,HND,Honduras,Copán,0.451,0.16936944678547225,0.9977023417253859,0.181,0.268438689217759,High-High,Not-Significant,Not-Significant,0.41452325387888117,0.26815521855540614,Not-Significant
340005,HND,Honduras,Cortes,0.369,-0.025279161277901297,-0.3888382834990156,0.339,0.4039119390347164,Low-High,Not-Significant,Not-Significant,0.1192724384174861,0.40391194328325064,Not-Significant
340006,HND,Honduras,Choluteca,0.465,0.22735925656494269,1.0868340066318134,0.152,0.24069525959367946,High-High,Not-Significant,Not-Significant,0.45992168897163715,0.24096722389008365,Not-Significant
340007,HND,Honduras,El Paraíso,0.496,0.26006869050505216,0.7154614196169968,0.243,0.32656034482758617,High-High,Not-Significant,Not-Significant,0.4348076610479847,0.3268734429563795,Not-Significant
340008,HND,Honduras,Francisco Morazán,0.344,-0.12499099042823146,-1.025130598239059,0.165,0.25370152505446625,Low-High,Not-Significant,Not-Significant,0.3071849326090425,0.2531265196430408,Not-Significant
340009,HND,Honduras,Gracias a Dios,0.476,0.27530657843333456,0.8110888104282076,0.224,0.31023889437314905,High-High,Not-Significant,Not-Significant,0.5024223516116629,0.3060839103363815,Not-Significant
340010,HND,Honduras,Intibucá,0.516,0.44828664391228107,1.3667751876893006,0.088,0.1710027700831025,High-High,Not-Significant,Not-Significant,0.5691918585432955,0.1710027691565062,Not-Significant
340011,HND,Honduras,Islas de la Bahía,0.213,-0.0,,,,Low-Low,Isolate (no neighbours),Isolate (no neighbours),,,Isolate (no neighbours)
340012,HND,Honduras,La Paz,0.438,0.14582685850940114,1.094452191043237,0.152,0.24069525959367946,High-High,Not-Significant,Not-Significant,0.4367395093498039,0.24096722389008365,Not-Significant
340013,HND,Honduras,Lempira,0.507,0.46302564392714995,1.4123899969760725,0.078,0.15952478134110787,High-High,Not-Significant,Not-Significant,0.617367325569916,0.15952478463248332,Not-Significant
340014,HND,Honduras,Ocotepeque,0.47,0.26270634762100875,1.0824115683528819,0.145,0.23491339491916857,High-High,Not-Significant,Not-Significant,0.49791470557408407,0.23437211307169106,Not-Significant
340015,HND,Honduras,Olancho,0.433,0.14086037480463792,1.2748986700930824,0.104,0.19023728813559324,High-High,Not-Significant,Not-Significant,0.466924639065732,0.18925032815889936,Not-Significant
340016,HND,Honduras,Santa Bárbara,0.478,0.18935645441131357,0.7733544697614823,0.226,0.3120846456692914,High-High,Not-Significant,Not-Significant,0.35946557727702855,0.3117777723507661,Not-Significant
340017,HND,Honduras,Valle,0.457,0.14557736207629163,0.6371152189615427,0.276,0.35686960514233246,High-High,Not-Significant,Not-Significant,0.34961315093775014,0.35623550165544,Not-Significant
340018,HND,Honduras,Yoro,0.441,0.0014709600061398743,0.019887035069707275,0.498,0.4990671428571428,High-High,Not-Significant,Not-Significant,0.05230169728774754,0.4987109167119761,Not-Significant
364000,IRN,Iran,Markazi,0.314,0.16185248021481707,0.7342532055174597,0.238,0.32324685382381413,Low-Low,Not-Significant,Not-Significant,-0.34179535628340546,0.32324686127156743,Not-Significant
364001,IRN,Iran,Gilan,0.399,0.0005907601835199684,0.029186052767092924,0.476,0.4878217677136596,High-High,Not-Significant,Not-Significant,0.019653460987000115,0.4881334772603865,Not-Significant
364002,IRN,Iran,Mazandaran,0.417,-0.0354464244308819,-0.4195090426810263,0.34,0.4039119390347164,High-Low,Not-Significant,Not-Significant,-0.13653647421509676,0.40391194328325064,Not-Significant
364003,IRN,Iran,East Azarbayejan,0.436,-0.019029051685457883,-0.11102148675508333,0.459,0.47561078286558345,High-Low,Not-Significant,Not-Significant,0.011539698119358788,0.4752766316723541,Not-Significant
364004,IRN,Iran,West Azarbayejan,0.382,-0.03234869619663412,-1.4222014198249961,0.08,0.16126436781609196,Low-High,Not-Significant,Not-Significant,0.4745312917541464,0.16103299496591178,Not-Significant
364005,IRN,Iran,Kermanshah,0.388,0.0036044448349247652,0.41715918452694856,0.34,0.4039119390347164,Low-Low,Not-Significant,Not-Significant,-0.16808999647814687,0.40391194328325064,Not-Significant
364006,IRN,Iran,Khuzestan,0.366,0.06573065413587224,0.9992680854431869,0.168,0.25536728060671726,Low-Low,Not-Significant,Not-Significant,-0.3655812384995566,0.25536727716385477,Not-Significant
364007,IRN,Iran,Fars,0.404,-0.015822344656067463,-0.40907475710513264,0.349,0.41181412952060553,High-Low,Not-Significant,Not-Significant,-0.13798536044146084,0.41126464961262005,Not-Significant
364008,IRN,Iran,Kerman,0.443,-0.004046482447171343,-0.010360914344546638,0.489,0.49392872570194385,High-Low,Not-Significant,Not-Significant,0.049403924835018174,0.492973292888845,Not-Significant
364009,IRN,Iran,Razavi Khorasan,0.407,-0.006476402277044159,-0.10485080135087196,0.462,0.4769580573951435,High-Low,Not-Significant,Not-Significant,-0.02497223478502739,0.4773092911591059,Not-Significant
364010,IRN,Iran,Esfahan,0.353,0.06447945289269445,0.675757310750574,0.256,0.33915769593956563,Low-Low,Not-Significant,Not-Significant,-0.2533596340223409,0.33947827699391736,Not-Significant
364011,IRN,Iran,Sistan and Baluchestan,0.414,0.021267389080072148,0.21780029500170653,0.413,0.45375019577133907,High-High,Not-Significant,Not-Significant,0.14068375709598444,0.45375018215030083,Not-Significant
364012,IRN,Iran,Kordestan,0.375,0.006949758836457436,0.11821741334981205,0.455,0.4742389053254438,Low-Low,Not-Significant,Not-Significant,-0.07365481199087576,0.4732258504071172,Not-Significant
364013,IRN,Iran,Hamedan,0.364,0.0169023809078067,0.21396546281282108,0.424,0.4593606177606177,Low-Low,Not-Significant,Not-Significant,-0.10610986346144106,0.4593606123362729,Not-Significant
364014,IRN,Iran,Chaharmahal and Bakhtiyari,0.376,0.004493076041176358,0.07902252054918435,0.476,0.4878217677136596,Low-Low,Not-Significant,Not-Significant,-0.05607499244431949,0.4878217789532931,Not-Significant
364015,IRN,Iran,Lorestan,0.426,-0.046513312746425194,-0.4889466816733746,0.311,0.383420913884007,High-Low,Not-Significant,Not-Significant,-0.14076239237532664,0.3834209009507419,Not-Significant
364016,IRN,Iran,Ilam,0.372,0.05154875035968588,0.9613833221539788,0.166,0.25370152505446625,Low-Low,Not-Significant,Not-Significant,-0.3678753083579669,0.2539781800825697,Not-Significant
364017,IRN,Iran,Kohgiluyeh and Boyerahmad,0.391,-0.00037400536215018994,-0.37893296561693757,0.347,0.4104898819561551,High-Low,Not-Significant,Not-Significant,-0.15005941232783218,0.4104898853406536,Not-Significant
364018,IRN,Iran,Bushehr,0.321,0.04757960055547229,0.18717699863335557,0.432,0.46231578947368424,Low-Low,Not-Significant,Not-Significant,-0.17507684783639296,0.4612308945222003,Not-Significant
364019,IRN,Iran,Zanjan,0.39,7.626016545333104e-05,0.030770039258276496,0.49,0.49458273381294965,Low-Low,Not-Significant,Not-Significant,-0.014830031200475626,0.49458274343888536,Not-Significant
364020,IRN,Iran,Semnan,0.33,0.08372099386000609,0.5406373696830797,0.29,0.3685416666666666,Low-Low,Not-Significant,Not-Significant,-0.22706503213646595,0.36854165606200695,Not-Significant
