iso3,birthreg_incompleteness_collapsed,birthreg_incompleteness_temporal,childlabor_collapsed,childlabor_temporal,emdat_disaster_shock_collapsed,emdat_disaster_shock_temporal,ndgain_vuln_collapsed,ndgain_vuln_temporal,ucdp_conflict_intensity_collapsed,ucdp_conflict_intensity_temporal,unctad_export_concentration_collapsed,unctad_export_concentration_temporal,unhcr_idps_collapsed,unhcr_idps_temporal,unhcr_refugees_coo_collapsed,unhcr_refugees_coo_temporal
BIH,0.0050000000000000044,0.0050000000000000044,0.265,0.265,0.19354030793365767,0.19536518804559408,0.346513954253632,0.3576877627387408,0.0,0.0,0.068,0.2793571428571422,0.599168271310796,0.599592446499094,0.16293893061016296,0.1429781812931099
BLR,0.0,0.0,0.057499999999999996,0.057499999999999996,2.2994473989910242e-05,0.0020415623448500407,0.323182586394448,0.2536899646873805,0.0,0.0,0.196,0.2826428571428563,0.0,0.0,0.04111849939376711,0.02976216360907007
BLZ,0.04299999999999993,0.04299999999999993,,,0.2794625388422143,0.17331004262985084,0.467284269569326,0.4651424018762491,0.0,0.0,0.131,0.13514285714285423,0.0,0.0,0.004555568343115817,0.004021755867747717
BOL,0.08099999999999996,0.08099999999999996,0.348,0.348,0.13391003934082074,0.11854654186272601,0.450779731061735,0.3804213969087912,0.00016111731636553168,0.00017964953800771386,0.173,0.5020357142857157,0.0,0.0,0.0009940938419753305,0.0009188100697492966
BRA,0.03599999999999992,0.03599999999999992,0.0635,0.0635,0.01804851535486515,0.03140584857876879,0.368520164456009,0.37812785526090553,0.052481485335281006,0.05273254426728282,0.077,0.2934107142857136,0.0,0.0,0.0004406633435216566,0.00034211505643178995
BRB,0.013000000000000012,0.013000000000000012,,,0.010583537191955166,0.008461499851368542,0.370961980033602,0.45016641360315557,0.0,0.0,0.16,0.09205357142856221,0.0,0.0,0.026197750533690663,0.02235964778890993
BRN,0.0009999999999998899,0.0009999999999998899,,,0.0,0.0,0.404039190127774,0.45079927507635353,0.0,0.0,0.46,0.73,0.0,0.0,0.00021611294927180742,6.648849674926934e-05
BTN,0.0009999999999998899,0.0009999999999998899,,,0.006634037628675821,0.0050967706662905414,0.515028632946176,0.3845079399307858,0.0,0.0,0.106,0.2737142857142836,,,0.18394893900879822,0.19689268715813882
BWA,0.125,0.125,,,0.028161874454363682,0.03238477883236091,0.432397932350151,0.31184391887779117,0.0,0.0,0.253,0.45828571428570736,0.0,0.0,0.0026337302306616178,0.0018167638705711222
CAF,0.552,0.552,0.93,0.93,0.22496318487850542,0.15137480666277212,0.578711096441822,0.5111758688100159,0.5766608075127234,0.5816462482598438,0.146,0.073,1.0,1.0,1.0,1.0
CAN,0.0,0.0,,,0.011897448978590918,0.007115197911451989,0.281583885412555,0.3872287597897037,0.0,0.0,0.072,0.2698392857142851,0.0,0.0,0.00016663195571252004,0.00011376086724174121
CHE,0.0,0.0,,,0.055635382588265815,0.047630595626197515,0.251258452297331,0.17652535034449496,0.0,0.0,0.288,0.5842678571428516,0.0,0.0,2.442929285414313e-05,1.392058299593727e-05
CHL,0.005999999999999894,0.005999999999999894,0.1125,0.1125,0.008244163314616698,0.017039400047372734,0.332236492332546,0.31854758797426624,0.0,0.0,0.09,0.25553571428571326,0.0,0.0,0.004540401707664612,0.0029619514701674696
