lat,lon,d
53.594,-6.294,0.1197
53.594,-3.776,0.1307
53.594,-1.259,0.1395
53.594,1.259,0.1459
53.594,3.776,0.1499
53.594,6.294,0.1514
53.594,8.811,0.1508
53.594,11.329,0.1483
53.594,13.846,0.144
53.594,16.364,0.1384
53.594,18.881,0.1314
53.594,21.399,0.1233
53.594,23.916,0.1142
53.594,26.434,0.1043
53.594,28.951,0.094
53.594,31.469,0.0834
53.594,33.986,0.073
53.594,36.503,0.0631
55.623,-13.846,0.0616
55.623,-11.329,0.0715
55.623,-8.811,0.0809
55.623,-6.294,0.089
55.623,-3.776,0.0955
55.623,-1.259,0.0999
55.623,1.259,0.1021
55.623,3.776,0.1022
55.623,6.294,0.1004
55.623,8.811,0.0969
55.623,11.329,0.0923
55.623,13.846,0.0868
55.623,16.364,0.0809
55.623,18.881,0.0746
55.623,21.399,0.0683
55.623,23.916,0.0621
57.652,-3.776,0.0611
57.652,-1.259,0.0631
57.652,1.259,0.0637
57.652,3.776,0.063
57.652,6.294,0.0609
