lat,lon,d
-43.797,172.448,0.0606
-41.768,-71.748,0.0606
-41.768,-69.231,0.0605
-41.768,169.93,0.0633
-41.768,172.448,0.065
-41.768,174.965,0.0646
-41.768,177.483,0.0622
-39.739,-76.783,0.0617
-39.739,-74.266,0.0669
-39.739,-71.748,0.0704
-39.739,-69.231,0.0721
-39.739,-66.713,0.0718
-39.739,-64.196,0.0695
-39.739,-61.678,0.0655
-39.739,-59.161,0.0602
-37.71,-79.301,0.0616
-37.71,-76.783,0.0704
-37.71,-74.266,0.0783
-37.71,-71.748,0.0848
-37.71,-69.231,0.0894
-37.71,-66.713,0.0919
-37.71,-64.196,0.0921
-37.71,-61.678,0.09
-37.71,-59.161,0.0857
-37.71,-56.643,0.0796
-37.71,-54.126,0.0721
-37.71,-51.608,0.0635
-35.681,-79.301,0.0694
-35.681,-76.783,0.0811
-35.681,-74.266,0.0925
-35.681,-71.748,0.1027
-35.681,-69.231,0.1112
-35.681,-66.713,0.1175
-35.681,-64.196,0.121
-35.681,-61.678,0.1215
-35.681,-59.161,0.1189
-35.681,-56.643,0.1133
-35.681,-54.126,0.1052
-35.681,-51.608,0.095
-35.681,-49.091,0.0835
-35.681,-46.573,0.0713
-33.652,-81.818,0.062
-33.652,-79.301,0.0756
-33.652,-76.783,0.09
-33.652,-74.266,0.1044
-33.652,-71.748,0.1181
-33.652,-69.231,0.1303
-33.652,-66.713,0.1402
-33.652,-64.196,0.1471
-33.652,-61.678,0.1504
-33.652,-59.161,0.1498
-33.652,-56.643,0.1453
-33.652,-54.126,0.1372
-33.652,-51.608,0.1259
-33.652,-49.091,0.1124
-33.652,-46.573,0.0975
-33.652,-44.056,0.0822
-33.652,-41.538,0.0673
-31.623,-81.818,0.0626
-31.623,-79.301,0.0773
-31.623,-76.783,0.0931
-31.623,-74.266,0.1093
-31.623,-71.748,0.1252
-31.623,-69.231,0.1399
-31.623,-66.713,0.1525
-31.623,-64.196,0.1621
-31.623,-61.678,0.1679
-31.623,-59.161,0.1695
-31.623,-56.643,0.1666
-31.623,-54.126,0.1595
-31.623,-51.608,0.1485
-31.623,-49.091,0.1345
-31.623,-46.573,0.1185
-31.623,-44.056,0.1014
-31.623,-41.538,0.0843
-31.623,-39.021,0.0681
-31.623,18.881,0.0601
-31.623,21.399,0.065
-31.623,23.916,0.0682
-31.623,26.434,0.0693
-31.623,28.951,0.0683
-31.623,31.469,0.0652
-31.623,33.986,0.0602
-29.594,-81.818,0.0602
-29.594,-79.301,0.075
-29.594,-76.783,0.091
-29.594,-74.266,0.1078
-29.594,-71.748,0.1247
-29.594,-69.231,0.1406
-29.594,-66.713,0.1549
-29.594,-64.196,0.1664
-29.594,-61.678,0.1745
-29.594,-59.161,0.1784
-29.594,-56.643,0.1778
-29.594,-54.126,0.1728
-29.594,-51.608,0.1635
-29.594,-49.091,0.1507
-29.594,-46.573,0.1352
-29.594,-44.056,0.118
-29.594,-41.538,0.1003
-29.594,-39.021,0.0828
-29.594,-36.503,0.0665
-29.594,18.881,0.0669
-29.594,21.399,0.0732
-29.594,23.916,0.0777
-29.594,26.434,0.0798
-29.594,28.951,0.0795
-29.594,31.469,0.0768
-29.594,33.986,0.0718
-29.594,36.503,0.0651
-29.594,147.273,0.0608
-29.594,149.79,0.0617
-29.594,152.308,0.0608
-27.565,-79.301,0.0727
-27.565,-76.783,0.0887
-27.565,-74.266,0.1056
-27.565,-71.748,0.1227
-27.565,-69.231,0.1394
-27.565,-66.713,0.1547
-27.565,-64.196,0.1677
-27.565,-61.678,0.1777
-27.565,-59.161,0.184
-27.565,-56.643,0.1861
-27.565,-54.126,0.1838
-27.565,-51.608,0.1771
-27.565,-49.091,0.1666
-27.565,-46.573,0.1527
-27.565,-44.056,0.1366
-27.565,-41.538,0.1189
-27.565,-39.021,0.1009
-27.565,-36.503,0.0833
-27.565,-33.986,0.067
-27.565,16.364,0.0623
-27.565,18.881,0.0708
-27.565,21.399,0.0782
-27.565,23.916,0.0837
-27.565,26.434,0.0869
-27.565,28.951,0.0875
-27.565,31.469,0.0855
-27.565,33.986,0.081
-27.565,36.503,0.0745
-27.565,39.021,0.0664
-27.565,149.79,0.0606
-25.536,-81.818,0.0606
-25.536,-79.301,0.0753
-25.536,-76.783,0.0914
-25.536,-74.266,0.1083
-25.536,-71.748,0.1255
-25.536,-69.231,0.1422
-25.536,-66.713,0.1578
-25.536,-64.196,0.1715
-25.536,-61.678,0.1825
-25.536,-59.161,0.1903
-25.536,-56.643,0.1943
-25.536,-54.126,0.1942
-25.536,-51.608,0.19
-25.536,-49.091,0.1817
-25.536,-46.573,0.1699
-25.536,-44.056,0.1551
-25.536,-41.538,0.1381
-25.536,-39.021,0.1199
-25.536,-36.503,0.1014
-25.536,-33.986,0.0836
-25.536,-31.469,0.067
-25.536,16.364,0.0672
-25.536,18.881,0.0769
-25.536,21.399,0.0855
-25.536,23.916,0.0924
-25.536,26.434,0.097
-25.536,28.951,0.0989
-25.536,31.469,0.098
-25.536,33.986,0.0944
-25.536,36.503,0.0884
-25.536,39.021,0.0805
-25.536,41.538,0.0714
-25.536,44.056,0.0618
-23.507,-81.818,0.0701
-23.507,-79.301,0.0856
-23.507,-76.783,0.102
-23.507,-74.266,0.1188
-23.507,-71.748,0.1354
-23.507,-69.231,0.1511
-23.507,-66.713,0.1654
-23.507,-64.196,0.1777
-23.507,-61.678,0.1874
-23.507,-59.161,0.1943
-23.507,-56.643,0.198
-23.507,-54.126,0.1981
-23.507,-51.608,0.1946
-23.507,-49.091,0.1876
-23.507,-46.573,0.1771
-23.507,-44.056,0.1636
-23.507,-41.538,0.1478
-23.507,-39.021,0.1303
-23.507,-36.503,0.112
-23.507,-33.986,0.0938
-23.507,-31.469,0.0764
-23.507,-28.951,0.0605
-23.507,13.846,0.0669
-23.507,16.364,0.079
-23.507,18.881,0.0908
-23.507,21.399,0.1017
-23.507,23.916,0.1108
-23.507,26.434,0.1175
-23.507,28.951,0.1213
-23.507,31.469,0.122
-23.507,33.986,0.1194
-23.507,36.503,0.114
-23.507,39.021,0.1061
-23.507,41.538,0.0963
-23.507,44.056,0.0855
-23.507,46.573,0.0741
-23.507,49.091,0.063
-23.507,149.79,0.0602
-21.478,-84.336,0.0709
-21.478,-81.818,0.0869
-21.478,-79.301,0.1038
-21.478,-76.783,0.1209
-21.478,-74.266,0.1374
-21.478,-71.748,0.1526
-21.478,-69.231,0.166
-21.478,-66.713,0.1771
-21.478,-64.196,0.1856
-21.478,-61.678,0.1913
-21.478,-59.161,0.1942
-21.478,-56.643,0.1942
-21.478,-54.126,0.1916
-21.478,-51.608,0.1862
-21.478,-49.091,0.1782
-21.478,-46.573,0.1677
-21.478,-44.056,0.155
-21.478,-41.538,0.1404
-21.478,-39.021,0.1245
-21.478,-36.503,0.1077
-21.478,-33.986,0.091
-21.478,-31.469,0.0748
-21.478,11.329,0.0688
-21.478,13.846,0.0833
-21.478,16.364,0.0984
-21.478,18.881,0.1133
-21.478,21.399,0.1272
-21.478,23.916,0.1393
-21.478,26.434,0.1488
-21.478,28.951,0.155
-21.478,31.469,0.1575
-21.478,33.986,0.1561
-21.478,36.503,0.151
-21.478,39.021,0.1426
-21.478,41.538,0.1316
-21.478,44.056,0.1187
-21.478,46.573,0.1048
-21.478,49.091,0.0907
-21.478,51.608,0.077
-21.478,54.126,0.0642
-21.478,144.755,0.0605
-21.478,147.273,0.0625
-21.478,149.79,0.0638
-21.478,152.308,0.0644
-21.478,154.825,0.0646
-21.478,157.343,0.0643
-21.478,159.86,0.0638
-21.478,162.378,0.063
-21.478,164.895,0.062
-21.478,167.413,0.0608
-19.449,-86.853,0.0732
-19.449,-84.336,0.0907
-19.449,-81.818,0.1091
-19.449,-79.301,0.1278
-19.449,-76.783,0.1456
-19.449,-74.266,0.1617
-19.449,-71.748,0.1752
-19.449,-69.231,0.1854
-19.449,-66.713,0.1922
-19.449,-64.196,0.1953
-19.449,-61.678,0.1951
-19.449,-59.161,0.1918
-19.449,-56.643,0.1861
-19.449,-54.126,0.1783
-19.449,-51.608,0.1688
-19.449,-49.091,0.1579
-19.449,-46.573,0.146
-19.449,-44.056,0.133
-19.449,-41.538,0.1193
-19.449,-39.021,0.105
-19.449,-36.503,0.0907
-19.449,-33.986,0.0765
-19.449,-31.469,0.063
-19.449,8.811,0.0687
-19.449,11.329,0.0847
-19.449,13.846,0.1019
-19.449,16.364,0.1199
-19.449,18.881,0.1378
-19.449,21.399,0.1546
-19.449,23.916,0.1694
-19.449,26.434,0.1814
-19.449,28.951,0.1896
-19.449,31.469,0.1935
-19.449,33.986,0.1929
-19.449,36.503,0.1879
-19.449,39.021,0.1788
-19.449,41.538,0.1664
-19.449,44.056,0.1514
-19.449,46.573,0.1348
-19.449,49.091,0.1177
-19.449,51.608,0.1007
-19.449,54.126,0.0847
-19.449,56.643,0.07
-19.449,144.755,0.0613
-19.449,147.273,0.064
-19.449,149.79,0.0665
-19.449,152.308,0.0689
-19.449,154.825,0.0713
-19.449,157.343,0.0737
-19.449,159.86,0.0761
-19.449,162.378,0.0784
-19.449,164.895,0.0802
-19.449,167.413,0.0814
-19.449,169.93,0.0815
-19.449,172.448,0.0804
-19.449,174.965,0.0779
-19.449,177.483,0.0738
-19.449,180.0,0.0683
-17.42,-89.371,0.0713
-17.42,-86.853,0.0898
-17.42,-84.336,0.1098
-17.42,-81.818,0.1303
-17.42,-79.301,0.1503
-17.42,-76.783,0.1686
-17.42,-74.266,0.1839
-17.42,-71.748,0.1954
-17.42,-69.231,0.2025
-17.42,-66.713,0.2049
-17.42,-64.196,0.2027
-17.42,-61.678,0.1966
-17.42,-59.161,0.1874
-17.42,-56.643,0.1758
-17.42,-54.126,0.1627
-17.42,-51.608,0.1488
-17.42,-49.091,0.1348
-17.42,-46.573,0.1209
-17.42,-44.056,0.1073
-17.42,-41.538,0.0941
-17.42,-39.021,0.0814
-17.42,-36.503,0.0694
-17.42,6.294,0.0643
-17.42,8.811,0.0802
-17.42,11.329,0.0978
-17.42,13.846,0.1167
-17.42,16.364,0.1362
-17.42,18.881,0.1555
-17.42,21.399,0.1736
-17.42,23.916,0.1896
-17.42,26.434,0.2026
-17.42,28.951,0.2116
-17.42,31.469,0.216
-17.42,33.986,0.2156
-17.42,36.503,0.2104
-17.42,39.021,0.2007
-17.42,41.538,0.1872
-17.42,44.056,0.1708
-17.42,46.573,0.1526
-17.42,49.091,0.1335
-17.42,51.608,0.1145
-17.42,54.126,0.0964
-17.42,56.643,0.0798
-17.42,59.161,0.0652
-17.42,144.755,0.0606
-17.42,147.273,0.0634
-17.42,149.79,0.0666
-17.42,152.308,0.0702
-17.42,154.825,0.0742
-17.42,157.343,0.0784
-17.42,159.86,0.0827
-17.42,162.378,0.0868
-17.42,164.895,0.0904
-17.42,167.413,0.093
-17.42,169.93,0.0941
-17.42,172.448,0.0936
-17.42,174.965,0.0911
-17.42,177.483,0.0866
-17.42,180.0,0.0803
-15.391,-91.888,0.0621
-15.391,-89.371,0.0798
-15.391,-86.853,0.0996
-15.391,-84.336,0.1206
-15.391,-81.818,0.1417
-15.391,-79.301,0.1616
-15.391,-76.783,0.1791
-15.391,-74.266,0.193
-15.391,-71.748,0.2022
-15.391,-69.231,0.2063
-15.391,-66.713,0.2051
-15.391,-64.196,0.1991
-15.391,-61.678,0.189
-15.391,-59.161,0.1757
-15.391,-56.643,0.1604
-15.391,-54.126,0.1442
-15.391,-51.608,0.1279
-15.391,-49.091,0.1123
-15.391,-46.573,0.0976
-15.391,-44.056,0.0842
-15.391,-41.538,0.072
-15.391,-39.021,0.061
-15.391,6.294,0.0729
-15.391,8.811,0.0894
-15.391,11.329,0.1073
-15.391,13.846,0.1262
-15.391,16.364,0.1455
-15.391,18.881,0.1642
-15.391,21.399,0.1817
-15.391,23.916,0.1969
-15.391,26.434,0.2091
-15.391,28.951,0.2173
-15.391,31.469,0.221
-15.391,33.986,0.22
-15.391,36.503,0.2141
-15.391,39.021,0.2038
-15.391,41.538,0.1898
-15.391,44.056,0.1728
-15.391,46.573,0.1539
-15.391,49.091,0.1343
-15.391,51.608,0.1148
-15.391,54.126,0.0963
-15.391,56.643,0.0794
-15.391,59.161,0.0646
-15.391,106.993,0.0607
-15.391,109.51,0.0653
-15.391,112.028,0.0688
-15.391,114.545,0.0711
-15.391,117.063,0.0721
-15.391,119.58,0.072
-15.391,122.098,0.0711
-15.391,124.615,0.0695
-15.391,127.133,0.0676
-15.391,129.65,0.0656
-15.391,132.168,0.0638
-15.391,134.685,0.0625
-15.391,137.203,0.0617
-15.391,139.72,0.0615
-15.391,142.238,0.0619
-15.391,144.755,0.0631
-15.391,147.273,0.0649
-15.391,149.79,0.0674
-15.391,152.308,0.0705
-15.391,154.825,0.074
-15.391,157.343,0.0779
-15.391,159.86,0.0819
-15.391,162.378,0.0855
-15.391,164.895,0.0885
-15.391,167.413,0.0904
-15.391,169.93,0.0909
-15.391,172.448,0.0897
-15.391,174.965,0.0867
-15.391,177.483,0.0819
-15.391,180.0,0.0755
-13.362,-91.888,0.0634
-13.362,-89.371,0.0808
-13.362,-86.853,0.0998
-13.362,-84.336,0.1197
-13.362,-81.818,0.1392
-13.362,-79.301,0.1572
-13.362,-76.783,0.1723
-13.362,-74.266,0.1836
-13.362,-71.748,0.1901
-13.362,-69.231,0.1916
-13.362,-66.713,0.188
-13.362,-64.196,0.1798
-13.362,-61.678,0.168
-13.362,-59.161,0.1536
-13.362,-56.643,0.1377
-13.362,-54.126,0.1214
-13.362,-51.608,0.1056
-13.362,-49.091,0.0908
-13.362,-46.573,0.0775
-13.362,-44.056,0.0658
-13.362,3.776,0.0666
-13.362,6.294,0.0819
-13.362,8.811,0.0987
-13.362,11.329,0.1165
-13.362,13.846,0.1349
-13.362,16.364,0.1531
-13.362,18.881,0.1705
-13.362,21.399,0.1863
-13.362,23.916,0.1998
-13.362,26.434,0.2101
-13.362,28.951,0.2165
-13.362,31.469,0.2186
-13.362,33.986,0.2161
-13.362,36.503,0.209
-13.362,39.021,0.1976
-13.362,41.538,0.1827
-13.362,44.056,0.1651
-13.362,46.573,0.1459
-13.362,49.091,0.1261
-13.362,51.608,0.1067
-13.362,54.126,0.0885
-13.362,56.643,0.0721
-13.362,94.406,0.0682
-13.362,96.923,0.0817
-13.362,99.441,0.0956
-13.362,101.958,0.1092
-13.362,104.476,0.1215
-13.362,106.993,0.1318
-13.362,109.51,0.1394
-13.362,112.028,0.1439
-13.362,114.545,0.1452
-13.362,117.063,0.1432
-13.362,119.58,0.1386
-13.362,122.098,0.1319
-13.362,124.615,0.1238
-13.362,127.133,0.1151
-13.362,129.65,0.1065
-13.362,132.168,0.0986
-13.362,134.685,0.0917
-13.362,137.203,0.086
-13.362,139.72,0.0817
-13.362,142.238,0.0787
-13.362,144.755,0.0769
-13.362,147.273,0.076
-13.362,149.79,0.076
-13.362,152.308,0.0766
-13.362,154.825,0.0776
-13.362,157.343,0.0787
-13.362,159.86,0.0797
-13.362,162.378,0.0803
-13.362,164.895,0.0803
-13.362,167.413,0.0795
-13.362,169.93,0.0776
-13.362,172.448,0.0745
-13.362,174.965,0.0703
-13.362,177.483,0.0649
-11.333,-91.888,0.0626
-11.333,-89.371,0.0786
-11.333,-86.853,0.0957
-11.333,-84.336,0.1132
-11.333,-81.818,0.1298
-11.333,-79.301,0.1444
-11.333,-76.783,0.1561
-11.333,-74.266,0.164
-11.333,-71.748,0.1674
-11.333,-69.231,0.1662
-11.333,-66.713,0.1608
-11.333,-64.196,0.1517
-11.333,-61.678,0.1398
-11.333,-59.161,0.1261
-11.333,-56.643,0.1117
-11.333,-54.126,0.0975
-11.333,-51.608,0.0842
-11.333,-49.091,0.0721
-11.333,-46.573,0.0616
-11.333,1.259,0.061
-11.333,3.776,0.0759
-11.333,6.294,0.0925
-11.333,8.811,0.1102
-11.333,11.329,0.1287
-11.333,13.846,0.1473
-11.333,16.364,0.1655
-11.333,18.881,0.1826
-11.333,21.399,0.1978
-11.333,23.916,0.2103
-11.333,26.434,0.2194
-11.333,28.951,0.2245
-11.333,31.469,0.225
-11.333,33.986,0.2207
-11.333,36.503,0.2117
-11.333,39.021,0.1984
-11.333,41.538,0.1816
-11.333,44.056,0.1622
-11.333,46.573,0.1415
-11.333,49.091,0.1205
-11.333,51.608,0.1002
-11.333,54.126,0.0815
-11.333,56.643,0.065
-11.333,86.853,0.0626
-11.333,89.371,0.0809
-11.333,91.888,0.1024
-11.333,94.406,0.1265
-11.333,96.923,0.1521
-11.333,99.441,0.1781
-11.333,101.958,0.203
-11.333,104.476,0.225
-11.333,106.993,0.2429
-11.333,109.51,0.2553
-11.333,112.028,0.2617
-11.333,114.545,0.2617
-11.333,117.063,0.2558
-11.333,119.58,0.2448
-11.333,122.098,0.23
-11.333,124.615,0.2127
-11.333,127.133,0.1945
-11.333,129.65,0.1766
-11.333,132.168,0.16
-11.333,134.685,0.1453
-11.333,137.203,0.1328
-11.333,139.72,0.1226
-11.333,142.238,0.1144
-11.333,144.755,0.1079
-11.333,147.273,0.1027
-11.333,149.79,0.0983
-11.333,152.308,0.0944
-11.333,154.825,0.0907
-11.333,157.343,0.087
-11.333,159.86,0.0832
-11.333,162.378,0.079
-11.333,164.895,0.0745
-11.333,167.413,0.0695
-11.333,169.93,0.0642
-9.304,-91.888,0.067
-9.304,-89.371,0.0825
-9.304,-86.853,0.0984
-9.304,-84.336,0.1138
-9.304,-81.818,0.1277
-9.304,-79.301,0.1391
-9.304,-76.783,0.1471
-9.304,-74.266,0.1511
-9.304,-71.748,0.151
-9.304,-69.231,0.1468
-9.304,-66.713,0.1391
-9.304,-64.196,0.1287
-9.304,-61.678,0.1166
-9.304,-59.161,0.1036
-9.304,-56.643,0.0908
-9.304,-54.126,0.0788
-9.304,-51.608,0.0681
-9.304,1.259,0.0676
-9.304,3.776,0.0843
-9.304,6.294,0.1028
-9.304,8.811,0.1227
-9.304,11.329,0.1436
-9.304,13.846,0.1648
-9.304,16.364,0.1856
-9.304,18.881,0.2052
-9.304,21.399,0.2226
-9.304,23.916,0.237
-9.304,26.434,0.2474
-9.304,28.951,0.2529
-9.304,31.469,0.253
-9.304,33.986,0.2474
-9.304,36.503,0.2362
-9.304,39.021,0.22
-9.304,41.538,0.1998
-9.304,44.056,0.1767
-9.304,46.573,0.1523
-9.304,49.091,0.1277
-9.304,51.608,0.1044
-9.304,54.126,0.0832
-9.304,56.643,0.0648
-9.304,84.336,0.0705
-9.304,86.853,0.094
-9.304,89.371,0.1224
-9.304,91.888,0.1552
-9.304,94.406,0.1916
-9.304,96.923,0.23
-9.304,99.441,0.2686
-9.304,101.958,0.3051
-9.304,104.476,0.3374
-9.304,106.993,0.3631
-9.304,109.51,0.3809
-9.304,112.028,0.3895
-9.304,114.545,0.389
-9.304,117.063,0.3798
-9.304,119.58,0.3634
-9.304,122.098,0.3414
-9.304,124.615,0.3161
-9.304,127.133,0.2893
-9.304,129.65,0.2628
-9.304,132.168,0.238
-9.304,134.685,0.2158
-9.304,137.203,0.1964
-9.304,139.72,0.1798
-9.304,142.238,0.1655
-9.304,144.755,0.1531
-9.304,147.273,0.142
-9.304,149.79,0.1316
-9.304,152.308,0.1217
-9.304,154.825,0.1118
-9.304,157.343,0.102
-9.304,159.86,0.0923
-9.304,162.378,0.0826
-9.304,164.895,0.0732
-9.304,167.413,0.0641
-7.275,-94.406,0.0658
-7.275,-91.888,0.0819
-7.275,-89.371,0.0988
-7.275,-86.853,0.1155
-7.275,-84.336,0.1307
-7.275,-81.818,0.1434
-7.275,-79.301,0.1525
-7.275,-76.783,0.1574
-7.275,-74.266,0.1577
-7.275,-71.748,0.1536
-7.275,-69.231,0.1455
-7.275,-66.713,0.1343
-7.275,-64.196,0.1211
-7.275,-61.678,0.1071
-7.275,-59.161,0.0932
-7.275,-56.643,0.0802
-7.275,-54.126,0.0689
-7.275,1.259,0.0707
-7.275,3.776,0.0893
-7.275,6.294,0.1105
-7.275,8.811,0.1339
-7.275,11.329,0.1591
-7.275,13.846,0.1854
-7.275,16.364,0.2119
-7.275,18.881,0.2375
-7.275,21.399,0.261
-7.275,23.916,0.281
-7.275,26.434,0.296
-7.275,28.951,0.3049
-7.275,31.469,0.3067
-7.275,33.986,0.301
-7.275,36.503,0.288
-7.275,39.021,0.2683
-7.275,41.538,0.2432
-7.275,44.056,0.2144
-7.275,46.573,0.1838
-7.275,49.091,0.1531
-7.275,51.608,0.1239
-7.275,54.126,0.0976
-7.275,56.643,0.0749
-7.275,81.818,0.0669
-7.275,84.336,0.0907
-7.275,86.853,0.1203
-7.275,89.371,0.1556
-7.275,91.888,0.1959
-7.275,94.406,0.2401
-7.275,96.923,0.2863
-7.275,99.441,0.3324
-7.275,101.958,0.3758
-7.275,104.476,0.414
-7.275,106.993,0.4446
-7.275,109.51,0.4659
-7.275,112.028,0.4768
-7.275,114.545,0.4772
-7.275,117.063,0.4679
-7.275,119.58,0.4502
-7.275,122.098,0.4263
-7.275,124.615,0.3982
-7.275,127.133,0.3682
-7.275,129.65,0.3381
-7.275,132.168,0.3094
-7.275,134.685,0.2828
-7.275,137.203,0.2586
-7.275,139.72,0.2369
-7.275,142.238,0.2171
-7.275,144.755,0.1987
-7.275,147.273,0.1812
-7.275,149.79,0.1643
-7.275,152.308,0.1478
-7.275,154.825,0.1315
-7.275,157.343,0.1156
-7.275,159.86,0.1002
-7.275,162.378,0.0857
-7.275,164.895,0.0723
-7.275,167.413,0.06
-5.246,-96.923,0.0671
-5.246,-94.406,0.0855
-5.246,-91.888,0.1054
-5.246,-89.371,0.1256
-5.246,-86.853,0.1449
-5.246,-84.336,0.1619
-5.246,-81.818,0.1751
-5.246,-79.301,0.1834
-5.246,-76.783,0.1861
-5.246,-74.266,0.1832
-5.246,-71.748,0.1749
-5.246,-69.231,0.1623
-5.246,-66.713,0.1466
-5.246,-64.196,0.1293
-5.246,-61.678,0.1116
-5.246,-59.161,0.0948
-5.246,-56.643,0.0798
-5.246,-54.126,0.067
-5.246,1.259,0.0702
-5.246,3.776,0.0903
-5.246,6.294,0.1139
-5.246,8.811,0.141
-5.246,11.329,0.1712
-5.246,13.846,0.2038
-5.246,16.364,0.2377
-5.246,18.881,0.2716
-5.246,21.399,0.3037
-5.246,23.916,0.3321
-5.246,26.434,0.3546
-5.246,28.951,0.3695
-5.246,31.469,0.3753
-5.246,33.986,0.3713
-5.246,36.503,0.3575
-5.246,39.021,0.3348
-5.246,41.538,0.3048
-5.246,44.056,0.2695
-5.246,46.573,0.2315
-5.246,49.091,0.1931
-5.246,51.608,0.1564
-5.246,54.126,0.1231
-5.246,56.643,0.0944
-5.246,59.161,0.0708
-5.246,81.818,0.0806
-5.246,84.336,0.1069
-5.246,86.853,0.1388
-5.246,89.371,0.176
-5.246,91.888,0.2177
-5.246,94.406,0.2625
-5.246,96.923,0.3087
-5.246,99.441,0.3543
-5.246,101.958,0.3968
-5.246,104.476,0.4341
-5.246,106.993,0.4643
-5.246,109.51,0.4858
-5.246,112.028,0.498
-5.246,114.545,0.5006
-5.246,117.063,0.4943
-5.246,119.58,0.4803
-5.246,122.098,0.4602
-5.246,124.615,0.4358
-5.246,127.133,0.4088
-5.246,129.65,0.3806
-5.246,132.168,0.3525
-5.246,134.685,0.3252
-5.246,137.203,0.299
-5.246,139.72,0.274
-5.246,142.238,0.2499
-5.246,144.755,0.2266
-5.246,147.273,0.2037
-5.246,149.79,0.1814
-5.246,152.308,0.1595
-5.246,154.825,0.1384
-5.246,157.343,0.1182
-5.246,159.86,0.0994
-5.246,162.378,0.0821
-5.246,164.895,0.0667
-3.217,-99.441,0.0632
-3.217,-96.923,0.083
-3.217,-94.406,0.1054
-3.217,-91.888,0.1294
-3.217,-89.371,0.1537
-3.217,-86.853,0.1766
-3.217,-84.336,0.1964
-3.217,-81.818,0.2113
-3.217,-79.301,0.2201
-3.217,-76.783,0.222
-3.217,-74.266,0.2169
-3.217,-71.748,0.2055
-3.217,-69.231,0.1891
-3.217,-66.713,0.1691
-3.217,-64.196,0.1473
-3.217,-61.678,0.1255
-3.217,-59.161,0.1049
-3.217,-56.643,0.0866
-3.217,-54.126,0.071
-3.217,1.259,0.0679
-3.217,3.776,0.088
-3.217,6.294,0.1124
-3.217,8.811,0.1413
-3.217,11.329,0.1744
-3.217,13.846,0.2113
-3.217,16.364,0.251
-3.217,18.881,0.2918
-3.217,21.399,0.3317
-3.217,23.916,0.3681
-3.217,26.434,0.3985
-3.217,28.951,0.4204
-3.217,31.469,0.4319
-3.217,33.986,0.4316
-3.217,36.503,0.4194
-3.217,39.021,0.3961
-3.217,41.538,0.3634
-3.217,44.056,0.3238
-3.217,46.573,0.2802
-3.217,49.091,0.2355
-3.217,51.608,0.1922
-3.217,54.126,0.1527
-3.217,56.643,0.1183
-3.217,59.161,0.0899
-3.217,61.678,0.068
-3.217,79.301,0.0775
-3.217,81.818,0.1002
-3.217,84.336,0.1281
-3.217,86.853,0.1605
-3.217,89.371,0.1968
-3.217,91.888,0.2359
-3.217,94.406,0.2765
-3.217,96.923,0.317
-3.217,99.441,0.3557
-3.217,101.958,0.391
-3.217,104.476,0.4215
-3.217,106.993,0.446
-3.217,109.51,0.4638
-3.217,112.028,0.4745
-3.217,114.545,0.4781
-3.217,117.063,0.475
-3.217,119.58,0.4659
-3.217,122.098,0.4515
-3.217,124.615,0.4328
-3.217,127.133,0.4108
-3.217,129.65,0.3865
-3.217,132.168,0.3606
-3.217,134.685,0.3338
-3.217,137.203,0.3066
-3.217,139.72,0.2793
-3.217,142.238,0.2522
-3.217,144.755,0.2254
-3.217,147.273,0.1993
-3.217,149.79,0.1739
-3.217,152.308,0.1497
-3.217,154.825,0.1269
-3.217,157.343,0.1057
-3.217,159.86,0.0866
-3.217,162.378,0.0697
-1.188,-99.441,0.0711
-1.188,-96.923,0.0934
-1.188,-94.406,0.1188
-1.188,-91.888,0.1461
-1.188,-89.371,0.1738
-1.188,-86.853,0.2
-1.188,-84.336,0.2228
-1.188,-81.818,0.2401
-1.188,-79.301,0.2506
-1.188,-76.783,0.2532
-1.188,-74.266,0.248
-1.188,-71.748,0.2355
-1.188,-69.231,0.2171
-1.188,-66.713,0.1945
-1.188,-64.196,0.1697
-1.188,-61.678,0.1446
-1.188,-59.161,0.1206
-1.188,-56.643,0.0989
-1.188,-54.126,0.0802
-1.188,-51.608,0.0647
-1.188,1.259,0.0682
-1.188,3.776,0.0862
-1.188,6.294,0.1084
-1.188,8.811,0.1352
-1.188,11.329,0.1668
-1.188,13.846,0.203
-1.188,16.364,0.2429
-1.188,18.881,0.2852
-1.188,21.399,0.3277
-1.188,23.916,0.368
-1.188,26.434,0.403
-1.188,28.951,0.4302
-1.188,31.469,0.447
-1.188,33.986,0.4517
-1.188,36.503,0.4439
-1.188,39.021,0.4238
-1.188,41.538,0.3932
-1.188,44.056,0.3543
-1.188,46.573,0.3102
-1.188,49.091,0.2639
-1.188,51.608,0.2185
-1.188,54.126,0.1764
-1.188,56.643,0.1395
-1.188,59.161,0.1089
-1.188,61.678,0.0855
-1.188,64.196,0.0692
-1.188,66.713,0.06
-1.188,71.748,0.0618
-1.188,74.266,0.072
-1.188,76.783,0.0881
-1.188,79.301,0.1098
-1.188,81.818,0.1364
-1.188,84.336,0.1673
-1.188,86.853,0.2015
-1.188,89.371,0.2377
-1.188,91.888,0.2745
-1.188,94.406,0.3103
-1.188,96.923,0.3436
-1.188,99.441,0.3734
-1.188,101.958,0.3986
-1.188,104.476,0.4188
-1.188,106.993,0.4338
-1.188,109.51,0.4437
-1.188,112.028,0.4488
-1.188,114.545,0.4492
-1.188,117.063,0.4454
-1.188,119.58,0.4374
-1.188,122.098,0.4253
-1.188,124.615,0.4094
-1.188,127.133,0.3898
